query_hash,query,csv_path
dabb0a173474aacfba7bb3307a639622,"TITLE-ABS-KEY (""healthcare"" AND ""cybersecurity""  NOT ""IOT"")",C:\Users\maria\Desktop\ReplicableSLR\pybibx\Snowballing\scopus_query.csv
